file name, mutants, tests, cores, compilation time, original time, mutants time, total time, time per mutant, mutation score, ts size, lines, algorithm, optimizations
massive, m49, t60, w8, 637, 19142, 114270, 134287, 2332.0408, 0.9388, 169, 13, a3, 101110
huffmanCodingEff, m199, t50, w8, 10772, 22, 39715, 50687, 199.5729, 0.8191, 1874, 239, a4, 110010
maxArrSumNeg, m112, t50, w4, 2669, 156, 11504, 14522, 102.7143, 0.9079, 1910, 63, a5, 010111
mergeSort, m226, t50, w2, 20509, 164, 49985, 71344, 221.1726, 0.908, 1900, 129, a5, 011101
bubbleSort, m113, t50, w2, 7422, 160, 212539, 220649, 1880.8761, 0.9182, 1900, 41, a2, 010101
add, m12, t100, w2, 634, 326, 354, 1376, 29.5, 0.9167, 583, 13, a2, 011000
maxArrSumNeg, m112, t50, w8, 2659, 142, 11361, 14304, 101.4375, 0.9079, 1910, 63, a5, 001111
primes, m68, t100, w2, 3646, 325, 7181, 11211, 105.6029, 0.75, 398, 30, a2, 010001
transpose, m149, t50, w4, 3802, 146, 20889, 24917, 140.1946, 0.8993, 903, 40, a3, 000011
primes, m68, t100, w4, 1183, 103, 2543, 3887, 37.3971, 0.75, 398, 30, a5, 100010
dictionaryOrder, m71, t100, w2, 1932, 315, 33637, 35953, 473.7606, 0.8873, 8248, 32, a3, 001010
factorial, m31, t100, w2, 1551, 322, 19475, 21412, 628.2258, 0.9677, 403, 18, a5, 010001
transpose, m149, t50, w4, 11845, 52, 16834, 28969, 112.9799, 0.8667, 903, 40, a5, 110101
dictionaryOrder, m71, t100, w8, 1173, 38, 5003, 6280, 70.4648, 0.8873, 8248, 32, a5, 100010
mergeSort, m226, t50, w8, 7242, 135, 10546, 18027, 46.6637, 0.9336, 1900, 129, a2, 000010
dictionaryOrder, m71, t100, w2, 1922, 318, 33604, 35913, 473.2958, 0.8873, 8248, 32, a4, 001010
minProd, m181, t50, w8, 4430, 136, 5032, 9677, 27.8011, 0.7845, 1946, 72, a2, 000011
longestIncrease, m114, t50, w8, 10313, 2372, 23063, 36287, 202.307, 0.9035, 1946, 70, a4, 101100
insertSort, m108, t50, w4, 2321, 51, 12277, 14725, 113.6759, 0.9444, 1900, 40, a4, 111010
anagram, m60, t100, w4, 989, 290, 5001, 6341, 83.35, 0.8667, 1370, 37, a3, 001010
transpose, m149, t50, w2, 5857, 157, 62038, 68978, 416.3624, 0.9054, 903, 40, a3, 000110
quickSort, m127, t50, w8, 4656, 23, 15008, 19803, 118.1732, 0.9528, 1900, 56, a2, 101011
quickSort, m127, t50, w2, 13360, 161, 77135, 90768, 607.3622, 0.9528, 1900, 56, a4, 011001
massive, m49, t60, w2, 968, 112619, 352994, 466628, 7203.9592, 0.9388, 169, 13, a2, 001010
huffmanCodingEff, m199, t50, w8, 10500, 147, 39180, 50793, 196.8844, 0.849, 1874, 239, a4, 000110
squareMatrix, m182, t50, w8, 14498, 148, 10331, 25069, 56.7637, 1.0, 903, 72, a3, 011001
minProd, m181, t50, w2, 13379, 157, 15869, 29482, 87.674, 0.7845, 1946, 72, a2, 110001
anagram, m60, t100, w2, 1563, 313, 8066, 10299, 134.4333, 0.9286, 1370, 37, a3, 011111
transpose, m149, t50, w4, 11999, 154, 60611, 73002, 406.7852, 0.9054, 903, 40, a4, 010101
dictionaryOrder, m71, t100, w2, 3566, 317, 33669, 37620, 474.2113, 0.8873, 8248, 32, a5, 001000
factorial, m31, t100, w4, 1583, 98, 7037, 8968, 227, 0.9677, 403, 18, a2, 110100
genPassword, m49, t100, w2, 2995, 318, 5499, 9170, 112.2245, 0.8367, 398, 63, a4, 110100
parg, m2509, t52, w2, 437757, 174, 8759, 457201, 3.491, 1.0, 418, 2518, a2, 011111
anagram, m60, t100, w8, 3046, 275, 5002, 8384, 83.3667, 0.8667, 1370, 37, a3, 010000
dictionaryOrder, m71, t100, w4, 3612, 100, 14020, 17796, 197.4648, 0.8873, 8248, 32, a4, 101001
massive, m49, t60, w4, 1874, 114284, 124332, 240599, 2537.3878, 0.9388, 169, 13, a2, 001101
bubbleSort, m113, t50, w4, 2529, 51, 79118, 81771, 700.1593, 0.8938, 1900, 41, a5, 100010
massive, m49, t60, w2, 1000, 107625, 335596, 444270, 6848.898, 0.9388, 169, 13, a2, 010011
quickSort, m127, t50, w8, 4828, 21, 78413, 83441, 617.4252, 0.9603, 1900, 56, a4, 110111
dictionaryOrder, m71, t100, w8, 1164, 261, 10004, 11761, 140.9014, 0.8438, 8248, 32, a5, 000111
selectSort, m92, t50, w2, 6123, 159, 40162, 46778, 436.5435, 0.9101, 1900, 45, a3, 101101
transpose, m149, t50, w4, 3766, 47, 20890, 24792, 140.2013, 0.8993, 903, 40, a4, 101010
genPassword, m49, t100, w8, 2919, 40, 4034, 7091, 82.3265, 0.8367, 398, 63, a4, 110101
quickSort, m127, t50, w8, 4725, 21, 15006, 19867, 118.1575, 0.9528, 1900, 56, a2, 111011
genPassword, m49, t100, w8, 2893, 40, 950, 3989, 19.3878, 0.8367, 398, 63, a2, 110101
transpose, m149, t50, w2, 11740, 158, 61979, 74823, 415.9664, 0.9054, 903, 40, a2, 110100
longestIncrease, m114, t50, w2, 4958, 10216, 134459, 150347, 1179.4649, 0.9196, 1946, 70, a3, 100110
primes, m68, t100, w4, 3590, 100, 2539, 6286, 37.3382, 0.75, 398, 30, a2, 110000
insertSort, m108, t50, w2, 7196, 160, 36788, 44495, 340.6296, 0.9444, 1900, 40, a4, 000101
quickSort, m127, t50, w2, 6776, 165, 81949, 89761, 645.2677, 0.9603, 1900, 56, a3, 110110
add, m12, t100, w2, 626, 316, 343, 1387, 28.5833, 0.9, 583, 13, a5, 110101
genPassword, m49, t100, w4, 970, 95, 3824, 5266, 78.0408, 0.8367, 398, 63, a4, 100110
longestIncrease, m114, t50, w8, 3207, 10397, 24582, 38284, 215.6316, 0.9035, 1946, 70, a2, 001011
minProd, m181, t50, w4, 4451, 54, 5270, 10146, 29.116, 0.8606, 1946, 72, a3, 110111
squareMatrix, m182, t50, w4, 14173, 49, 30385, 44873, 166.9505, 1.0, 903, 72, a4, 111101
add, m12, t100, w4, 610, 99, 304, 1137, 25.3333, 0.9, 583, 13, a5, 100100
minProd, m181, t50, w4, 4430, 48, 7905, 12677, 43.674, 0.8103, 1946, 72, a5, 110111
massive, m49, t60, w8, 626, 115374, 74013, 190094, 1510.4694, 0.9388, 169, 13, a4, 000111
selectSort, m92, t50, w4, 2005, 145, 15008, 17734, 163.1304, 0.9101, 1900, 45, a3, 010110
genPassword, m49, t100, w2, 2992, 316, 5651, 9193, 115.3265, 0.8367, 398, 63, a4, 010101
primes, m68, t100, w2, 3534, 315, 7145, 11052, 105.0735, 0.75, 398, 30, a2, 000000
anagram, m60, t100, w8, 3064, 289, 5338, 9007, 88.9667, 0.8667, 1370, 37, a4, 011100
parg, m2509, t52, w4, 534787, 55, 8382, 543833, 3.3408, 1.0, 418, 2518, a4, 100000
factorial, m31, t100, w4, 1590, 315, 7038, 9004, 227.0323, 0.9677, 403, 18, a2, 000000
quickSort, m127, t50, w2, 6809, 160, 81955, 89034, 645.315, 0.9528, 1900, 56, a3, 001010
massive, m49, t60, w4, 655, 114280, 124295, 239551, 2536.6327, 0.9388, 169, 13, a3, 010110
bubbleSort, m113, t50, w4, 2438, 149, 77193, 79851, 683.1239, 0.8938, 1900, 41, a3, 010010
genPassword, m49, t100, w2, 1474, 309, 5592, 7441, 114.1224, 0.8367, 398, 63, a4, 000011
longestIncrease, m114, t50, w4, 3172, 10247, 50905, 64430, 446.5351, 0.9035, 1946, 70, a2, 010011
add, m12, t100, w2, 598, 331, 360, 1412, 30, 0.9167, 583, 13, a3, 001100
insertSort, m108, t50, w8, 6934, 22, 9316, 16345, 86.2593, 0.9444, 1900, 40, a5, 101000
massive, m49, t60, w2, 982, 112743, 353391, 467449, 7212.0612, 0.9388, 169, 13, a2, 001110
parg, m2509, t52, w8, 436295, 23, 810, 438905, 0.3228, 1.0, 418, 2518, a3, 101111
primes, m68, t100, w2, 1716, 312, 3387, 5868, 49.8088, 0.8333, 398, 30, a5, 101110
transpose, m149, t50, w4, 3822, 50, 20907, 24866, 140.3154, 0.8993, 903, 40, a5, 110010
maxArrSumNeg, m112, t50, w8, 2672, 145, 10139, 13036, 90.5268, 0.9107, 1910, 63, a2, 000011
quickSort, m127, t50, w4, 4482, 51, 22252, 27644, 175.2126, 0.9432, 1900, 56, a5, 111110
dictionaryOrder, m71, t100, w2, 3600, 317, 33532, 37519, 472.2817, 0.8873, 8248, 32, a3, 100001
bubbleSort, m113, t50, w8, 7312, 147, 75839, 83845, 671.1416, 0.9182, 1900, 41, a2, 000100
quickSort, m127, t50, w4, 13406, 150, 36472, 50143, 287.1811, 0.9528, 1900, 56, a4, 011000
bubbleSort, m113, t50, w4, 2443, 51, 76555, 79117, 677.4779, 0.8938, 1900, 41, a4, 111011
maxArrSumNeg, m112, t50, w8, 2603, 22, 10119, 12813, 90.3482, 0.9107, 1910, 63, a2, 101011
huffmanCoding, m314, t50, w2, 26561, 169, 72533, 100316, 230.9968, 0.9013, 1874, 318, a5, 101111
genPassword, m49, t100, w2, 2930, 313, 5525, 8831, 112.7551, 0.8367, 398, 63, a2, 011000
primes, m68, t100, w8, 3358, 39, 884, 4623, 13, 0.8793, 398, 30, a2, 110100
mergeSort, m226, t50, w2, 20440, 159, 68413, 90321, 302.7124, 0.9336, 1900, 129, a2, 011100
parg, m2509, t52, w4, 427805, 175, 2647, 431241, 1.055, 1.0, 418, 2518, a5, 010010
huffmanCoding, m314, t50, w4, 17962, 50, 34229, 52417, 109.0096, 0.9013, 1874, 318, a5, 110011
factorial, m31, t100, w2, 784, 330, 7543, 8867, 243.3226, 0.9565, 403, 18, a5, 111111
insertSort, m108, t50, w4, 2430, 48, 12324, 15459, 114.1111, 0.9444, 1900, 40, a2, 101110
insertSort, m108, t50, w4, 7268, 151, 36505, 43998, 338.0093, 0.9444, 1900, 40, a4, 010001
transpose, m149, t50, w2, 5844, 163, 50248, 57032, 337.2349, 0.8667, 903, 40, a5, 001111
factorial, m31, t100, w8, 1487, 262, 5076, 7029, 163.7419, 0.9677, 403, 18, a2, 010100
selectSort, m92, t50, w8, 2079, 118, 5954, 8236, 64.7174, 0.8804, 1900, 45, a3, 000010
dictionaryOrder, m71, t100, w4, 1204, 95, 11684, 13320, 164.5634, 0.9265, 8248, 32, a2, 100111
anagram, m60, t100, w4, 3210, 290, 5717, 9659, 95.2833, 0.8857, 1370, 37, a5, 011100
massive, m49, t60, w4, 642, 114256, 131608, 246559, 2685.8776, 0.9388, 169, 13, a4, 010010
squareMatrix, m182, t50, w4, 13977, 51, 23108, 37224, 126.967, 1.0, 903, 72, a4, 101000
parg, m2509, t52, w2, 431449, 171, 8470, 440668, 3.3758, 1.0, 418, 2518, a4, 001010
primes, m68, t100, w2, 3602, 313, 7208, 11172, 106, 0.75, 398, 30, a3, 011001
factorial, m31, t100, w4, 1559, 294, 15210, 17302, 490.6452, 0.9677, 403, 18, a4, 001100
longestIncrease, m114, t50, w2, 4886, 9819, 134095, 148895, 1176.2719, 0.9035, 1946, 70, a2, 101011
huffmanCodingEff, m199, t50, w2, 30009, 157, 40867, 71704, 205.3618, 0.849, 1874, 239, a4, 100101
minProd, m181, t50, w4, 4437, 50, 10502, 15264, 58.0221, 0.8606, 1946, 72, a4, 110111
maxArrSumNeg, m112, t50, w4, 2711, 48, 24030, 27486, 214.5536, 0.9358, 1910, 63, a2, 110110
bubbleSort, m113, t50, w4, 7127, 145, 96241, 103586, 851.6903, 0.8938, 1900, 41, a4, 010000
add, m12, t100, w8, 148, 40, 69, 316, 5.75, 0.9167, 583, 13, a4, 100010
add, m12, t100, w2, 273, 320, 354, 1086, 29.5, 0.9, 583, 13, a5, 100110
mergeSort, m226, t50, w4, 20224, 156, 22909, 43383, 101.3673, 0.9336, 1900, 129, a5, 001000
huffmanCoding, m314, t50, w4, 53564, 155, 34119, 88008, 108.6592, 0.9013, 1874, 318, a2, 011001
bubbleSort, m113, t50, w4, 7285, 49, 74587, 82706, 660.0619, 0.8767, 1900, 41, a5, 111100
massive, m49, t60, w2, 1901, 107835, 336247, 446153, 6862.1837, 0.9388, 169, 13, a4, 010101
maxArrSumNeg, m112, t50, w2, 3840, 158, 69493, 73567, 620.4732, 0.9107, 1910, 63, a4, 000010
selectSort, m92, t50, w2, 6111, 166, 40271, 47128, 437.7283, 0.9101, 1900, 45, a2, 011100
bubbleSort, m113, t50, w8, 2506, 21, 75172, 77781, 665.2389, 0.8938, 1900, 41, a2, 111010
longestIncrease, m114, t50, w8, 10216, 11213, 25218, 46746, 221.2105, 0.9035, 1946, 70, a5, 000001
huffmanCodingEff, m199, t50, w2, 14942, 166, 40556, 55820, 203.799, 0.8191, 1874, 239, a4, 010011
factorial, m31, t100, w8, 525, 41, 19180, 19807, 618.7097, 0.9677, 403, 18, a4, 100011
primes, m68, t100, w2, 1749, 315, 7231, 9353, 106.3382, 0.75, 398, 30, a4, 101011
dictionaryOrder, m71, t100, w4, 3627, 100, 11645, 15845, 164.0141, 0.9265, 8248, 32, a3, 101100
dictionaryOrder, m71, t100, w2, 3580, 331, 33648, 37875, 473.9155, 0.9265, 8248, 32, a2, 101101
quickSort, m127, t50, w8, 14027, 145, 15006, 29769, 118.1575, 0.9603, 1900, 56, a3, 011100
mergeSort, m226, t50, w4, 20027, 54, 16686, 37070, 73.8319, 0.908, 1900, 129, a5, 100101
transpose, m149, t50, w2, 5837, 158, 62308, 68392, 418.1745, 0.8993, 903, 40, a5, 000011
quickSort, m127, t50, w2, 13367, 167, 87025, 101359, 685.2362, 0.9603, 1900, 56, a3, 000100
genPassword, m49, t100, w4, 2951, 98, 1951, 5071, 39.8163, 0.8367, 398, 63, a5, 110000
longestIncrease, m114, t50, w8, 3285, 10415, 24154, 37949, 211.8772, 0.9035, 1946, 70, a5, 000011
maxArrSumNeg, m112, t50, w4, 2630, 49, 22534, 25405, 201.1964, 0.9358, 1910, 63, a2, 101111
primes, m68, t100, w4, 1139, 101, 2538, 3831, 37.3235, 0.75, 398, 30, a2, 100011
genPassword, m49, t100, w2, 1482, 319, 5548, 7413, 113.2245, 0.8367, 398, 63, a3, 110010
add, m12, t100, w4, 165, 99, 138, 527, 11.5, 0.9167, 583, 13, a4, 110110
longestIncrease, m114, t50, w4, 3281, 3705, 50351, 57431, 441.6754, 0.9035, 1946, 70, a4, 110010
bubbleSort, m113, t50, w2, 3706, 159, 217718, 221653, 1926.708, 0.8938, 1900, 41, a5, 010011
squareMatrix, m182, t50, w4, 4836, 146, 23344, 28414, 128.2637, 1.0, 903, 72, a5, 001010
bubbleSort, m113, t50, w2, 7560, 156, 147058, 155307, 1301.3982, 0.8696, 1900, 41, a5, 111101
massive, m49, t60, w8, 1696, 114162, 55834, 171949, 1139.4694, 1.0, 169, 13, a5, 010100
huffmanCoding, m314, t50, w2, 26773, 163, 72613, 101730, 231.2516, 0.9027, 1874, 318, a5, 000110
genPassword, m49, t100, w4, 994, 99, 2059, 3222, 42.0204, 0.8367, 398, 63, a3, 101011
quickSort, m127, t50, w2, 13314, 159, 86913, 100902, 684.3543, 0.9603, 1900, 56, a2, 111101
add, m12, t100, w4, 611, 98, 127, 892, 10.5833, 0.9167, 583, 13, a4, 110001
maxArrSumNeg, m112, t50, w2, 7720, 161, 64584, 73158, 576.6429, 0.9358, 1910, 63, a4, 100100
massive, m49, t60, w4, 1909, 38274, 124394, 164624, 2538.6531, 0.9388, 169, 13, a2, 100001
selectSort, m92, t50, w8, 6193, 21, 5869, 12488, 63.7935, 0.9101, 1900, 45, a2, 100100
mergeSort, m226, t50, w2, 20369, 162, 68247, 90111, 301.9779, 0.9336, 1900, 129, a2, 000100
anagram, m60, t100, w4, 3212, 289, 5818, 9721, 96.9667, 0.8857, 1370, 37, a5, 001100
insertSort, m108, t50, w8, 7007, 26, 6535, 13639, 60.5093, 0.9444, 1900, 40, a3, 101000
longestIncrease, m114, t50, w4, 9897, 10207, 49647, 69848, 435.5, 0.9035, 1946, 70, a5, 010000
selectSort, m92, t50, w8, 1987, 148, 5846, 8050, 63.5435, 0.8804, 1900, 45, a2, 010011
minProd, m181, t50, w4, 13225, 150, 5407, 18864, 29.8729, 0.7845, 1946, 72, a5, 011000
insertSort, m108, t50, w8, 2335, 148, 6303, 8909, 58.3611, 0.9444, 1900, 40, a3, 001111
squareMatrix, m182, t50, w4, 14052, 48, 23103, 37476, 126.9396, 1.0, 903, 72, a2, 101101
huffmanCoding, m314, t50, w4, 52572, 52, 51533, 106056, 164.1178, 0.9013, 1874, 318, a4, 111100
maxArrSumNeg, m112, t50, w8, 2649, 20, 10768, 13625, 96.1429, 0.9067, 1910, 63, a5, 101111
maxArrSumNeg, m112, t50, w8, 2655, 144, 11018, 13892, 98.375, 0.9107, 1910, 63, a3, 000010
dictionaryOrder, m71, t100, w4, 1158, 101, 11621, 13287, 163.6761, 0.9265, 8248, 32, a3, 111111
insertSort, m108, t50, w4, 7165, 49, 12407, 19694, 114.8796, 0.9444, 1900, 40, a5, 110000
maxArrSumNeg, m112, t50, w8, 2664, 146, 15011, 17917, 134.0268, 0.9107, 1910, 63, a4, 001010
insertSort, m108, t50, w8, 7139, 21, 6352, 13641, 58.8148, 0.9444, 1900, 40, a3, 100101
factorial, m31, t100, w8, 1457, 38, 19190, 20866, 619.0323, 0.9677, 403, 18, a4, 100100
selectSort, m92, t50, w2, 3091, 157, 28248, 32061, 307.0435, 0.8769, 1900, 45, a5, 011110
anagram, m60, t100, w4, 3219, 290, 5002, 8566, 83.3667, 0.8667, 1370, 37, a2, 011000
bubbleSort, m113, t50, w2, 7417, 160, 215815, 224194, 1909.8673, 0.9182, 1900, 41, a3, 110100
huffmanCoding, m314, t50, w4, 53277, 160, 98108, 152003, 312.4459, 0.9279, 1874, 318, a4, 000101
selectSort, m92, t50, w4, 6140, 51, 15008, 21777, 163.1304, 0.9101, 1900, 45, a2, 110100
add, m12, t100, w8, 582, 40, 270, 1011, 22.5, 0.9, 583, 13, a5, 110100
primes, m68, t100, w2, 3644, 314, 3893, 8118, 57.25, 0.8333, 398, 30, a5, 110101
longestIncrease, m114, t50, w2, 9587, 9572, 129314, 148568, 1134.3333, 0.9035, 1946, 70, a4, 001001
add, m12, t100, w2, 610, 321, 328, 1387, 27.3333, 0.9167, 583, 13, a3, 111100
transpose, m149, t50, w8, 3819, 150, 10138, 14196, 68.0403, 0.8993, 903, 40, a2, 000010
dictionaryOrder, m71, t100, w8, 1196, 279, 5003, 6542, 70.4648, 0.8873, 8248, 32, a3, 001010
anagram, m60, t100, w4, 3212, 311, 5971, 9647, 99.5167, 0.8667, 1370, 37, a4, 011101
primes, m68, t100, w2, 1744, 318, 7215, 9726, 106.1029, 0.8793, 398, 30, a2, 011110
anagram, m60, t100, w8, 1009, 286, 5002, 6396, 83.3667, 0.9286, 1370, 37, a2, 001111
primes, m68, t100, w8, 3365, 274, 876, 4580, 12.8824, 0.75, 398, 30, a2, 011001
longestIncrease, m114, t50, w4, 3085, 10515, 48240, 61933, 423.1579, 0.9035, 1946, 70, a5, 000010
mergeSort, m226, t50, w4, 20170, 51, 22798, 43340, 100.8761, 0.9336, 1900, 129, a3, 101101
quickSort, m127, t50, w4, 13295, 149, 86514, 100215, 681.2126, 0.9603, 1900, 56, a4, 000101
minProd, m181, t50, w8, 13303, 125, 5972, 19570, 32.9945, 0.8103, 1946, 72, a5, 011101
longestIncrease, m114, t50, w8, 3171, 2281, 24875, 30763, 218.2018, 0.9196, 1946, 70, a3, 110111
insertSort, m108, t50, w4, 2372, 148, 12397, 14987, 114.787, 0.9444, 1900, 40, a5, 000011
selectSort, m92, t50, w2, 3084, 161, 40089, 43407, 435.75, 0.8804, 1900, 45, a2, 110010
huffmanCodingEff, m199, t50, w8, 31836, 103, 6033, 38147, 30.3166, 0.8191, 1874, 239, a2, 010000
primes, m68, t100, w4, 3634, 100, 2521, 6308, 37.0735, 0.75, 398, 30, a2, 100001
anagram, m60, t100, w2, 1615, 315, 8460, 10452, 141, 0.8667, 1370, 37, a5, 011011
maxArrSumNeg, m112, t50, w8, 7788, 22, 11083, 18966, 98.9554, 0.9107, 1910, 63, a2, 110000
huffmanCoding, m314, t50, w8, 18488, 21, 15875, 35563, 50.5573, 0.9005, 1874, 318, a5, 111111
factorial, m31, t100, w2, 778, 319, 19550, 20708, 630.6452, 0.9677, 403, 18, a2, 101010
squareMatrix, m182, t50, w8, 14729, 114, 22729, 37743, 124.8846, 1.0, 903, 72, a4, 001101
transpose, m149, t50, w8, 11979, 21, 10122, 22215, 67.9329, 0.8993, 903, 40, a3, 110001
insertSort, m108, t50, w8, 6953, 19, 38070, 45502, 352.5, 0.9444, 1900, 40, a4, 100100
maxArrSumNeg, m112, t50, w4, 7718, 149, 30574, 38631, 272.9821, 0.9107, 1910, 63, a4, 011101
dictionaryOrder, m71, t100, w2, 1955, 324, 20763, 23374, 292.4366, 0.8438, 8248, 32, a5, 010111
dictionaryOrder, m71, t100, w4, 3584, 303, 14041, 18000, 197.7606, 0.8873, 8248, 32, a4, 011001
genPassword, m49, t100, w4, 981, 101, 3758, 5143, 76.6939, 0.8367, 398, 63, a4, 110110
massive, m49, t60, w4, 1923, 38274, 124424, 164672, 2539.2653, 0.9388, 169, 13, a2, 111001
huffmanCoding, m314, t50, w2, 26859, 162, 72430, 101636, 230.6688, 0.9027, 1874, 318, a5, 000110
squareMatrix, m182, t50, w4, 14828, 144, 23182, 38229, 127.3736, 1.0, 903, 72, a5, 010001
minProd, m181, t50, w8, 13493, 124, 6493, 20195, 35.8729, 0.7845, 1946, 72, a5, 011001
primes, m68, t100, w4, 1181, 312, 1152, 3091, 16.9412, 0.8333, 398, 30, a5, 011110
minProd, m181, t50, w2, 6701, 159, 15873, 22814, 87.6961, 0.7845, 1946, 72, a5, 011010
huffmanCoding, m314, t50, w4, 17856, 52, 34029, 53833, 108.3726, 0.9279, 1874, 318, a2, 111110
dictionaryOrder, m71, t100, w2, 3599, 317, 33463, 37442, 471.3099, 0.8873, 8248, 32, a2, 101001
massive, m49, t60, w4, 661, 114262, 124275, 239240, 2536.2245, 0.9388, 169, 13, a2, 010011
primes, m68, t100, w2, 3593, 317, 7073, 11247, 104.0147, 0.8793, 398, 30, a4, 010101
parg, m2509, t52, w8, 433633, 21, 822, 435082, 0.3276, 1.0, 418, 2518, a2, 110011
huffmanCodingEff, m199, t50, w2, 29631, 164, 40730, 71818, 204.6734, 0.849, 1874, 239, a2, 000100
primes, m68, t100, w8, 3379, 37, 801, 4323, 11.7794, 0.75, 398, 30, a4, 101101
huffmanCodingEff, m199, t50, w4, 9988, 146, 13824, 24122, 69.4673, 0.8191, 1874, 239, a3, 000010
squareMatrix, m182, t50, w8, 14319, 145, 10342, 24976, 56.8242, 1.0, 903, 72, a2, 000101
squareMatrix, m182, t50, w4, 4676, 146, 23132, 28040, 127.0989, 1.0, 903, 72, a5, 000011
massive, m49, t60, w8, 614, 19134, 73458, 93259, 1499.1429, 0.9388, 169, 13, a4, 100011
mergeSort, m226, t50, w8, 20867, 24, 69116, 90200, 305.823, 0.9336, 1900, 129, a4, 100101
minProd, m181, t50, w4, 13234, 151, 5283, 18745, 29.1878, 0.7845, 1946, 72, a3, 010000
dictionaryOrder, m71, t100, w8, 3458, 40, 19372, 23235, 272.8451, 0.8873, 8248, 32, a4, 111100
squareMatrix, m182, t50, w4, 4797, 151, 23291, 28321, 127.9725, 1.0, 903, 72, a2, 001011
minProd, m181, t50, w2, 6655, 162, 15885, 22780, 87.7624, 0.7845, 1946, 72, a3, 011010
longestIncrease, m114, t50, w4, 10464, 10473, 48377, 69411, 424.3596, 0.9035, 1946, 70, a5, 000001
longestIncrease, m114, t50, w2, 5013, 10563, 140394, 156730, 1231.5263, 0.9035, 1946, 70, a4, 011110
maxArrSumNeg, m112, t50, w4, 2671, 50, 22111, 25019, 197.4196, 0.9358, 1910, 63, a3, 111111
minProd, m181, t50, w2, 13147, 165, 15945, 29337, 88.0939, 0.7845, 1946, 72, a5, 100000
dictionaryOrder, m71, t100, w4, 1199, 297, 9135, 11002, 128.662, 0.8438, 8248, 32, a5, 011111
add, m12, t100, w4, 623, 95, 286, 1127, 23.8333, 0.9167, 583, 13, a3, 110100
huffmanCodingEff, m199, t50, w2, 15264, 156, 40603, 56187, 204.0352, 0.8191, 1874, 239, a4, 101011
transpose, m149, t50, w4, 3801, 148, 20902, 24936, 140.2819, 0.8993, 903, 40, a4, 011011
mergeSort, m226, t50, w2, 20529, 169, 68212, 89005, 301.823, 0.9336, 1900, 129, a2, 001000
primes, m68, t100, w2, 1773, 322, 7144, 9572, 105.0588, 0.8793, 398, 30, a2, 010111
primes, m68, t100, w2, 3660, 314, 7025, 11057, 103.3088, 0.75, 398, 30, a4, 110001
primes, m68, t100, w8, 3373, 287, 875, 4633, 12.8676, 0.8793, 398, 30, a4, 000101
parg, m2509, t52, w2, 438208, 179, 5122, 454104, 2.0415, 1.0, 418, 2518, a5, 011111
add, m12, t100, w8, 158, 265, 223, 763, 18.5833, 0.9167, 583, 13, a3, 001110
quickSort, m127, t50, w4, 4456, 49, 33057, 37669, 260.2913, 0.9528, 1900, 56, a5, 101011
mergeSort, m226, t50, w4, 20355, 148, 22764, 43363, 100.7257, 0.9336, 1900, 129, a3, 010001
parg, m2509, t52, w8, 474816, 130, 858, 476455, 0.342, 1.0, 418, 2518, a2, 000010
selectSort, m92, t50, w8, 2035, 144, 5944, 8603, 64.6087, 0.9101, 1900, 45, a2, 001110
add, m12, t100, w4, 168, 299, 304, 900, 25.3333, 0.9167, 583, 13, a2, 011110
minProd, m181, t50, w8, 4412, 135, 5031, 9934, 27.7956, 0.8659, 1946, 72, a3, 000111
mergeSort, m226, t50, w2, 21233, 161, 69236, 91928, 306.354, 0.9336, 1900, 129, a2, 111100
massive, m49, t60, w2, 1945, 109879, 344120, 455998, 7022.8571, 0.9388, 169, 13, a3, 101000
add, m12, t100, w8, 162, 247, 212, 679, 17.6667, 0.9167, 583, 13, a5, 000011
bubbleSort, m113, t50, w4, 2473, 49, 77085, 79852, 682.1681, 0.9182, 1900, 41, a2, 110111
dictionaryOrder, m71, t100, w4, 3574, 313, 11620, 15671, 163.662, 0.9265, 8248, 32, a3, 001101
quickSort, m127, t50, w4, 4525, 50, 22234, 27638, 175.0709, 0.9432, 1900, 56, a5, 101110
transpose, m149, t50, w2, 5852, 156, 62003, 68934, 416.1275, 0.9054, 903, 40, a4, 110110
quickSort, m127, t50, w8, 4810, 122, 40282, 45810, 317.1811, 0.9528, 1900, 56, a4, 001110
huffmanCoding, m314, t50, w8, 58502, 20, 99616, 158332, 317.2484, 0.9013, 1874, 318, a4, 110000
factorial, m31, t100, w2, 754, 325, 7596, 8889, 245.0323, 0.9565, 403, 18, a5, 100111
factorial, m31, t100, w2, 1607, 331, 19655, 21653, 634.0323, 0.9677, 403, 18, a4, 001001
anagram, m60, t100, w2, 1602, 320, 6597, 8958, 109.95, 0.8857, 1370, 37, a5, 000110
huffmanCoding, m314, t50, w8, 18162, 139, 15496, 33980, 49.3503, 0.9013, 1874, 318, a3, 010011
bubbleSort, m113, t50, w4, 2513, 146, 77554, 81028, 686.3186, 0.9182, 1900, 41, a2, 000110
anagram, m60, t100, w8, 1032, 293, 5002, 6391, 83.3667, 0.8667, 1370, 37, a5, 011010
huffmanCodingEff, m199, t50, w2, 29323, 157, 40515, 70153, 203.593, 0.8191, 1874, 239, a2, 000001
dictionaryOrder, m71, t100, w4, 3619, 306, 11847, 15843, 166.8592, 0.8873, 8248, 32, a3, 000000
bubbleSort, m113, t50, w4, 2521, 50, 76941, 80271, 680.8938, 0.9182, 1900, 41, a3, 110110
