file name, mutants, tests, cores, compilation time, original time, mutants time, total time, time per mutant, mutation score, ts size, lines, algorithm, optimizations
massive, m49, t60, w8, 1680, 114187, 73411, 189355, 1498.1837, 0.9388, 169, 13, a4, 000101
huffmanCodingEff, m199, t50, w2, 14779, 167, 40567, 56796, 203.8543, 0.849, 1874, 239, a2, 011110
factorial, m31, t100, w2, 786, 327, 19543, 20714, 630.4194, 0.9677, 403, 18, a3, 100010
dictionaryOrder, m71, t100, w4, 1187, 101, 32364, 33718, 455.831, 0.8873, 8248, 32, a4, 100011
bubbleSort, m113, t50, w2, 7404, 163, 223747, 231385, 1980.0619, 0.8938, 1900, 41, a4, 000001
bubbleSort, m113, t50, w4, 2503, 160, 96654, 100100, 855.3451, 0.9182, 1900, 41, a4, 010110
factorial, m31, t100, w4, 501, 104, 7035, 7897, 226.9355, 0.9677, 403, 18, a2, 111110
mergeSort, m226, t50, w2, 10334, 160, 68026, 78607, 301, 0.9336, 1900, 129, a5, 010011
maxArrSumNeg, m112, t50, w4, 2553, 50, 22488, 25775, 200.7857, 0.9358, 1910, 63, a3, 101110
parg, m2509, t52, w8, 545010, 20, 798, 546442, 0.3181, 1.0, 418, 2518, a5, 101001
insertSort, m108, t50, w2, 3545, 159, 36884, 40660, 341.5185, 0.9444, 1900, 40, a2, 010011
selectSort, m92, t50, w8, 6180, 21, 10005, 16605, 108.75, 0.8769, 1900, 45, a5, 111100
factorial, m31, t100, w2, 1587, 324, 19505, 21477, 629.1935, 0.9677, 403, 18, a3, 101001
factorial, m31, t100, w4, 1565, 313, 7047, 8987, 227.3226, 0.9677, 403, 18, a3, 010000
quickSort, m127, t50, w4, 13085, 49, 27894, 41140, 219.6378, 0.9528, 1900, 56, a2, 110000
parg, m2509, t52, w8, 435871, 21, 808, 437313, 0.322, 1.0, 418, 2518, a5, 100010
selectSort, m92, t50, w4, 2024, 47, 15007, 17290, 163.1196, 0.873, 1900, 45, a5, 100111
maxArrSumNeg, m112, t50, w2, 3876, 159, 64413, 68523, 575.1161, 0.9107, 1910, 63, a4, 010010
squareMatrix, m182, t50, w4, 14225, 159, 22895, 37558, 125.7967, 1.0, 903, 72, a5, 011101
minProd, m181, t50, w8, 4428, 21, 6812, 11337, 37.6354, 0.7845, 1946, 72, a4, 111010
bubbleSort, m113, t50, w2, 3695, 163, 215833, 220242, 1910.0265, 0.9182, 1900, 41, a3, 100111
genPassword, m49, t100, w8, 2888, 38, 1758, 4943, 35.8776, 0.8367, 398, 63, a4, 101100
longestIncrease, m114, t50, w4, 10147, 10451, 46015, 66706, 403.6404, 0.9035, 1946, 70, a4, 011000
add, m12, t100, w2, 632, 323, 350, 1442, 29.1667, 0.9, 583, 13, a5, 100100
bubbleSort, m113, t50, w4, 2437, 50, 76975, 79534, 681.1947, 0.8938, 1900, 41, a2, 110010
anagram, m60, t100, w2, 3220, 323, 8100, 11708, 135, 0.8667, 1370, 37, a3, 110001
dictionaryOrder, m71, t100, w8, 1171, 262, 5039, 6868, 70.9718, 0.9265, 8248, 32, a2, 010110
squareMatrix, m182, t50, w8, 4936, 140, 72013, 77176, 395.6758, 1.0, 903, 72, a4, 010010
factorial, m31, t100, w4, 1572, 294, 12033, 13959, 388.1613, 0.9677, 403, 18, a4, 011000
mergeSort, m226, t50, w4, 6865, 158, 22920, 30040, 101.4159, 0.9336, 1900, 129, a2, 000011
squareMatrix, m182, t50, w2, 14088, 158, 68763, 83091, 377.8187, 1.0, 903, 72, a4, 101000
selectSort, m92, t50, w4, 2060, 148, 20120, 22915, 218.6957, 0.8804, 1900, 45, a4, 011110
mergeSort, m226, t50, w8, 20603, 22, 10561, 31391, 46.7301, 0.9336, 1900, 129, a2, 111101
minProd, m181, t50, w8, 4500, 22, 7245, 12576, 40.0276, 0.7845, 1946, 72, a4, 101110
huffmanCoding, m314, t50, w2, 27370, 162, 102112, 130648, 325.1975, 0.9279, 1874, 318, a2, 011111
quickSort, m127, t50, w8, 13982, 150, 15183, 29921, 119.5512, 0.9432, 1900, 56, a5, 001100
longestIncrease, m114, t50, w8, 10360, 10379, 25277, 46542, 221.7281, 0.9196, 1946, 70, a3, 010100
huffmanCoding, m314, t50, w2, 26620, 167, 101119, 129827, 322.035, 0.9279, 1874, 318, a2, 111110
genPassword, m49, t100, w2, 1492, 309, 5580, 7450, 113.8776, 0.8367, 398, 63, a4, 001011
add, m12, t100, w2, 277, 319, 391, 1043, 32.5833, 0.9167, 583, 13, a3, 010010
massive, m49, t60, w2, 1957, 111227, 346543, 459781, 7072.3061, 0.9388, 169, 13, a4, 111000
genPassword, m49, t100, w8, 2940, 282, 950, 4273, 19.3878, 0.8367, 398, 63, a2, 001101
insertSort, m108, t50, w8, 2375, 149, 6344, 8941, 58.7407, 0.9444, 1900, 40, a2, 010011
genPassword, m49, t100, w4, 996, 97, 1697, 3169, 34.6327, 0.7895, 398, 63, a5, 100110
parg, m2509, t52, w2, 522556, 173, 8602, 531927, 3.4285, 1.0, 418, 2518, a5, 100001
dictionaryOrder, m71, t100, w2, 1910, 328, 33535, 36081, 472.3239, 0.9265, 8248, 32, a3, 101111
factorial, m31, t100, w8, 1497, 277, 5093, 6956, 164.2903, 0.9677, 403, 18, a3, 000101
transpose, m149, t50, w8, 3841, 150, 10129, 14204, 67.9799, 0.8993, 903, 40, a2, 001011
genPassword, m49, t100, w8, 2932, 38, 941, 3984, 19.2041, 0.8367, 398, 63, a2, 111001
huffmanCoding, m314, t50, w4, 53394, 53, 40591, 94219, 129.2707, 0.9013, 1874, 318, a5, 111000
longestIncrease, m114, t50, w2, 9888, 9640, 104416, 124670, 915.9298, 0.8902, 1946, 70, a5, 101100
selectSort, m92, t50, w2, 6244, 162, 40085, 46565, 435.7065, 0.8804, 1900, 45, a2, 001001
minProd, m181, t50, w8, 4450, 21, 5974, 10665, 33.0055, 0.8034, 1946, 72, a5, 101111
mergeSort, m226, t50, w8, 20788, 127, 14022, 35033, 62.0442, 0.9336, 1900, 129, a5, 000000
selectSort, m92, t50, w8, 2024, 21, 6093, 8208, 66.2283, 0.8804, 1900, 45, a4, 111010
transpose, m149, t50, w8, 11913, 20, 10123, 22143, 67.9396, 0.8993, 903, 40, a3, 100000
longestIncrease, m114, t50, w4, 10125, 10220, 39722, 60276, 348.4386, 0.8889, 1946, 70, a5, 000101
maxArrSumNeg, m112, t50, w2, 7815, 159, 63122, 71795, 563.5893, 0.9107, 1910, 63, a4, 011100
selectSort, m92, t50, w8, 6116, 146, 39858, 46196, 433.2391, 0.8804, 1900, 45, a4, 000001
bubbleSort, m113, t50, w4, 2409, 47, 77012, 80231, 681.5221, 0.9182, 1900, 41, a2, 100110
genPassword, m49, t100, w4, 2967, 290, 2058, 5382, 42, 0.8367, 398, 63, a5, 001000
transpose, m149, t50, w8, 12030, 148, 61387, 73722, 411.9933, 0.9054, 903, 40, a4, 000101
huffmanCodingEff, m199, t50, w2, 15155, 158, 40965, 56440, 205.8543, 0.8191, 1874, 239, a3, 110011
insertSort, m108, t50, w4, 2373, 150, 12381, 14973, 114.6389, 0.9444, 1900, 40, a5, 001010
quickSort, m127, t50, w8, 4748, 135, 15007, 19995, 118.1654, 0.9528, 1900, 56, a3, 010010
factorial, m31, t100, w4, 523, 299, 7032, 7968, 226.8387, 0.9677, 403, 18, a3, 001111
massive, m49, t60, w8, 1690, 19135, 61398, 82316, 1253.0204, 0.9388, 169, 13, a4, 101101
genPassword, m49, t100, w8, 992, 290, 973, 2319, 19.8571, 0.8367, 398, 63, a2, 001011
primes, m68, t100, w4, 1164, 296, 2541, 4445, 37.3676, 0.8793, 398, 30, a3, 001110
bubbleSort, m113, t50, w4, 7275, 52, 76536, 83934, 677.3097, 0.8938, 1900, 41, a4, 101001
mergeSort, m226, t50, w4, 6747, 50, 22896, 30166, 101.3097, 0.9336, 1900, 129, a2, 100111
add, m12, t100, w4, 159, 96, 304, 615, 25.3333, 0.9167, 583, 13, a5, 101010
squareMatrix, m182, t50, w8, 4849, 141, 15327, 20410, 84.2143, 1.0, 903, 72, a4, 001010
insertSort, m108, t50, w4, 2370, 147, 12452, 15045, 115.2963, 0.9444, 1900, 40, a5, 001011
squareMatrix, m182, t50, w4, 4659, 146, 23197, 28085, 127.456, 1.0, 903, 72, a3, 011010
maxArrSumNeg, m112, t50, w8, 2666, 149, 10124, 13014, 90.3929, 0.9107, 1910, 63, a3, 011011
massive, m49, t60, w4, 662, 38272, 103269, 142246, 2107.5306, 1.0, 169, 13, a5, 111011
huffmanCodingEff, m199, t50, w4, 10293, 47, 13766, 24270, 69.1759, 0.8191, 1874, 239, a3, 110010
genPassword, m49, t100, w4, 2979, 297, 2056, 5397, 41.9592, 0.8367, 398, 63, a5, 000000
anagram, m60, t100, w2, 1579, 318, 8048, 10276, 134.1333, 0.9286, 1370, 37, a3, 000111
selectSort, m92, t50, w4, 2047, 146, 17507, 19764, 190.2935, 0.8804, 1900, 45, a5, 010010
transpose, m149, t50, w4, 11932, 148, 20704, 32868, 138.953, 0.8993, 903, 40, a2, 000001
longestIncrease, m114, t50, w4, 3152, 10230, 47946, 61420, 420.5789, 0.9035, 1946, 70, a4, 001010
longestIncrease, m114, t50, w4, 3204, 10234, 39252, 53358, 344.3158, 0.8902, 1946, 70, a5, 011110
dictionaryOrder, m71, t100, w4, 3550, 97, 11650, 15366, 164.0845, 0.8873, 8248, 32, a2, 111000
dictionaryOrder, m71, t100, w4, 3565, 97, 13899, 17627, 195.7606, 0.8873, 8248, 32, a5, 101001
dictionaryOrder, m71, t100, w4, 3554, 308, 11623, 15658, 163.7042, 0.9265, 8248, 32, a2, 011101
bubbleSort, m113, t50, w8, 7374, 20, 76716, 84189, 678.9027, 0.8938, 1900, 41, a5, 101001
huffmanCoding, m314, t50, w2, 55348, 164, 102218, 157917, 325.535, 0.9013, 1874, 318, a2, 100001
mergeSort, m226, t50, w4, 20040, 51, 22837, 43023, 101.0487, 0.9336, 1900, 129, a3, 110000
longestIncrease, m114, t50, w4, 9799, 3436, 49198, 62643, 431.5614, 0.9196, 1946, 70, a2, 110101
selectSort, m92, t50, w2, 6357, 158, 40513, 47102, 440.3587, 0.8804, 1900, 45, a5, 000001
quickSort, m127, t50, w8, 13944, 20, 15006, 29090, 118.1575, 0.9528, 1900, 56, a3, 110000
longestIncrease, m114, t50, w2, 10001, 9781, 132146, 152025, 1159.1754, 0.9035, 1946, 70, a4, 000001
selectSort, m92, t50, w2, 6057, 162, 40079, 46368, 435.6413, 0.8804, 1900, 45, a2, 111000
selectSort, m92, t50, w8, 6228, 146, 5890, 12389, 64.0217, 0.9101, 1900, 45, a3, 001101
maxArrSumNeg, m112, t50, w4, 2641, 50, 20751, 23637, 185.2768, 0.9358, 1910, 63, a3, 110111
dictionaryOrder, m71, t100, w4, 1139, 101, 11680, 13411, 164.507, 0.9265, 8248, 32, a3, 110110
primes, m68, t100, w4, 1142, 293, 1181, 3027, 17.3676, 0.8333, 398, 30, a5, 000110
transpose, m149, t50, w2, 11790, 158, 62014, 74051, 416.2013, 0.8993, 903, 40, a2, 011001
quickSort, m127, t50, w2, 6817, 165, 86795, 94258, 683.4252, 0.9603, 1900, 56, a3, 101111
squareMatrix, m182, t50, w8, 13909, 23, 15207, 29222, 83.5549, 1.0, 903, 72, a4, 111001
factorial, m31, t100, w8, 517, 290, 5078, 5950, 163.8065, 0.9677, 403, 18, a2, 001011
massive, m49, t60, w8, 624, 19129, 114218, 134023, 2330.9796, 0.9388, 169, 13, a2, 100010
quickSort, m127, t50, w4, 4489, 154, 16644, 22119, 131.0551, 0.9432, 1900, 56, a5, 011110
maxArrSumNeg, m112, t50, w8, 7747, 147, 26409, 34809, 235.7946, 0.9107, 1910, 63, a4, 001100
massive, m49, t60, w8, 1711, 19154, 55913, 77054, 1141.0816, 1.0, 169, 13, a5, 111100
huffmanCodingEff, m199, t50, w8, 32101, 147, 10215, 42721, 51.3317, 0.8027, 1874, 239, a5, 010101
selectSort, m92, t50, w4, 2045, 155, 15058, 17334, 163.6739, 0.8804, 1900, 45, a2, 010011
add, m12, t100, w8, 580, 269, 255, 1167, 21.25, 0.9167, 583, 13, a5, 010001
quickSort, m127, t50, w4, 4512, 52, 31007, 35878, 244.1496, 0.9603, 1900, 56, a3, 101111
huffmanCoding, m314, t50, w8, 58220, 21, 15345, 73770, 48.8694, 0.9013, 1874, 318, a2, 110000
insertSort, m108, t50, w2, 7177, 160, 36932, 44334, 341.963, 0.9444, 1900, 40, a5, 001000
quickSort, m127, t50, w8, 4639, 21, 15006, 20038, 118.1575, 0.9603, 1900, 56, a2, 100111
dictionaryOrder, m71, t100, w8, 3517, 254, 32791, 36678, 461.8451, 0.9265, 8248, 32, a4, 010101
squareMatrix, m182, t50, w4, 14111, 48, 23269, 37514, 127.8516, 1.0, 903, 72, a5, 111000
massive, m49, t60, w2, 1945, 113062, 353153, 468204, 7207.2041, 0.9388, 169, 13, a3, 001001
dictionaryOrder, m71, t100, w2, 3619, 321, 20984, 25394, 295.5493, 0.8864, 8248, 32, a5, 111100
squareMatrix, m182, t50, w2, 7029, 152, 68746, 76006, 377.7253, 1.0, 903, 72, a4, 011011
insertSort, m108, t50, w4, 2350, 51, 36564, 39617, 338.5556, 0.9444, 1900, 40, a4, 100110
primes, m68, t100, w8, 1120, 290, 871, 2338, 12.8088, 0.75, 398, 30, a2, 011010
factorial, m31, t100, w4, 526, 294, 15216, 16297, 490.8387, 0.9677, 403, 18, a4, 001110
transpose, m149, t50, w8, 3760, 148, 10118, 14624, 67.906, 0.9054, 903, 40, a2, 011111
primes, m68, t100, w8, 1110, 282, 867, 2623, 12.75, 0.8793, 398, 30, a3, 010110
minProd, m181, t50, w8, 4492, 130, 6555, 11266, 36.2155, 0.7845, 1946, 72, a5, 011010
transpose, m149, t50, w8, 3786, 145, 15011, 19040, 100.745, 0.8993, 903, 40, a4, 001011
mergeSort, m226, t50, w4, 20353, 159, 22931, 43539, 101.4646, 0.9336, 1900, 129, a2, 011001
maxArrSumNeg, m112, t50, w2, 3850, 160, 69290, 73370, 618.6607, 0.9107, 1910, 63, a2, 000010
insertSort, m108, t50, w2, 3596, 158, 24397, 28503, 225.8981, 0.92, 1900, 40, a5, 011111
huffmanCoding, m314, t50, w4, 53345, 162, 24446, 78444, 77.8535, 0.9013, 1874, 318, a5, 001101
genPassword, m49, t100, w4, 958, 288, 1894, 3209, 38.6531, 0.8367, 398, 63, a4, 001010
minProd, m181, t50, w2, 13296, 162, 15956, 29496, 88.1547, 0.7845, 1946, 72, a5, 001001
huffmanCoding, m314, t50, w4, 18006, 156, 34278, 52613, 109.1656, 0.9013, 1874, 318, a3, 010010
huffmanCoding, m314, t50, w2, 52051, 158, 101218, 153596, 322.3503, 0.9013, 1874, 318, a4, 000001
quickSort, m127, t50, w4, 13358, 152, 33195, 46818, 261.378, 0.9528, 1900, 56, a4, 011001
huffmanCodingEff, m199, t50, w8, 10403, 142, 6090, 16802, 30.603, 0.8191, 1874, 239, a2, 000011
minProd, m181, t50, w4, 13189, 53, 5273, 18600, 29.1326, 0.7845, 1946, 72, a3, 111000
quickSort, m127, t50, w8, 14027, 139, 36274, 51031, 285.622, 0.9528, 1900, 56, a4, 001100
genPassword, m49, t100, w2, 1474, 313, 4397, 6563, 89.7347, 0.7895, 398, 63, a5, 010110
dictionaryOrder, m71, t100, w2, 3621, 326, 33619, 37634, 473.507, 0.8873, 8248, 32, a3, 100000
anagram, m60, t100, w4, 3241, 100, 5002, 8402, 83.3667, 0.8667, 1370, 37, a2, 110000
selectSort, m92, t50, w4, 2007, 49, 15132, 17260, 164.4783, 0.8804, 1900, 45, a3, 101010
genPassword, m49, t100, w4, 976, 284, 2039, 3460, 41.6122, 0.8367, 398, 63, a3, 001111
factorial, m31, t100, w2, 1615, 327, 19564, 21562, 631.0968, 0.9677, 403, 18, a2, 111001
longestIncrease, m114, t50, w2, 9823, 9480, 130082, 150131, 1141.0702, 0.9196, 1946, 70, a4, 010100
quickSort, m127, t50, w8, 14036, 21, 15005, 29238, 118.1496, 0.9603, 1900, 56, a3, 111101
minProd, m181, t50, w2, 6690, 162, 15843, 22772, 87.5304, 0.7845, 1946, 72, a2, 111011
mergeSort, m226, t50, w8, 20961, 149, 69457, 90769, 307.3319, 0.9336, 1900, 129, a4, 000101
bubbleSort, m113, t50, w8, 2494, 20, 140218, 142862, 1240.8673, 0.8938, 1900, 41, a4, 111111
transpose, m149, t50, w8, 11829, 140, 10121, 22252, 67.9262, 0.9054, 903, 40, a2, 011101
selectSort, m92, t50, w2, 6234, 157, 40139, 46603, 436.2935, 0.8804, 1900, 45, a3, 101000
maxArrSumNeg, m112, t50, w4, 2615, 50, 23075, 25811, 206.0268, 0.9107, 1910, 63, a2, 100010
transpose, m149, t50, w4, 11884, 50, 20698, 33599, 138.9128, 0.9054, 903, 40, a2, 100100
quickSort, m127, t50, w2, 6837, 159, 86898, 94385, 684.2362, 0.9603, 1900, 56, a4, 000111
mergeSort, m226, t50, w8, 20808, 22, 10539, 31477, 46.6327, 0.9336, 1900, 129, a3, 101000
mergeSort, m226, t50, w8, 20936, 21, 10586, 31737, 46.8407, 0.9336, 1900, 129, a2, 101101
parg, m2509, t52, w2, 524851, 172, 8671, 547874, 3.456, 1.0, 418, 2518, a3, 000100
longestIncrease, m114, t50, w8, 3352, 10718, 23446, 37902, 205.6667, 0.8875, 1946, 70, a5, 010111
minProd, m181, t50, w4, 13080, 153, 5584, 18898, 30.8508, 0.7845, 1946, 72, a5, 010000
factorial, m31, t100, w2, 801, 322, 19557, 20930, 630.871, 0.9677, 403, 18, a2, 101110
parg, m2509, t52, w4, 531640, 173, 2647, 535068, 1.055, 1.0, 418, 2518, a5, 001001
selectSort, m92, t50, w8, 6155, 20, 39566, 46138, 430.0652, 0.9101, 1900, 45, a4, 110100
huffmanCoding, m314, t50, w2, 26643, 159, 101272, 129181, 322.5223, 0.9279, 1874, 318, a2, 000111
parg, m2509, t52, w4, 426574, 171, 2560, 429909, 1.0203, 1.0, 418, 2518, a3, 001011
longestIncrease, m114, t50, w4, 9932, 10205, 51498, 71729, 451.7368, 0.9035, 1946, 70, a3, 010000
squareMatrix, m182, t50, w4, 4698, 52, 23123, 27951, 127.0495, 1.0, 903, 72, a4, 101011
squareMatrix, m182, t50, w2, 6992, 159, 68912, 76143, 378.6374, 1.0, 903, 72, a2, 110011
factorial, m31, t100, w2, 769, 324, 19620, 20948, 632.9032, 0.9677, 403, 18, a4, 100111
huffmanCoding, m314, t50, w2, 52509, 161, 101502, 154339, 323.2548, 0.9013, 1874, 318, a3, 011001
huffmanCoding, m314, t50, w8, 56530, 21, 99665, 156399, 317.4045, 0.9013, 1874, 318, a4, 110001
selectSort, m92, t50, w4, 2063, 52, 17655, 19839, 191.9022, 0.8804, 1900, 45, a4, 111010
genPassword, m49, t100, w4, 947, 98, 3941, 5166, 80.4286, 0.8367, 398, 63, a4, 110111
maxArrSumNeg, m112, t50, w8, 7881, 148, 10121, 18227, 90.3661, 0.9107, 1910, 63, a2, 010000
quickSort, m127, t50, w2, 13390, 165, 86852, 100517, 683.874, 0.9528, 1900, 56, a3, 010001
transpose, m149, t50, w8, 3830, 24, 15008, 19577, 100.7248, 0.8654, 903, 40, a5, 110111
selectSort, m92, t50, w2, 6155, 165, 40094, 46487, 435.8043, 0.8804, 1900, 45, a3, 100000
mergeSort, m226, t50, w4, 19979, 51, 22809, 42930, 100.9248, 0.9336, 1900, 129, a5, 101001
huffmanCodingEff, m199, t50, w4, 9867, 162, 13746, 24441, 69.0754, 0.849, 1874, 239, a3, 011111
huffmanCoding, m314, t50, w4, 17861, 51, 34297, 52384, 109.2261, 0.9013, 1874, 318, a3, 111011
transpose, m149, t50, w8, 11880, 148, 61165, 73278, 410.5034, 0.8993, 903, 40, a4, 000000
parg, m2509, t52, w4, 548846, 150, 2450, 567125, 0.9765, 1.0, 418, 2518, a3, 011100
anagram, m60, t100, w8, 1026, 39, 5002, 6425, 83.3667, 0.9286, 1370, 37, a3, 111110
bubbleSort, m113, t50, w4, 2466, 148, 77129, 79811, 682.5575, 0.8938, 1900, 41, a2, 001010
dictionaryOrder, m71, t100, w8, 3487, 279, 5002, 8844, 70.4507, 0.8873, 8248, 32, a2, 010000
bubbleSort, m113, t50, w4, 7441, 53, 141117, 149396, 1248.823, 0.8938, 1900, 41, a4, 111100
huffmanCodingEff, m199, t50, w8, 31733, 22, 6049, 37971, 30.397, 0.8191, 1874, 239, a2, 101000
insertSort, m108, t50, w4, 7191, 51, 12331, 19644, 114.1759, 0.9444, 1900, 40, a2, 100000
quickSort, m127, t50, w4, 13276, 151, 31005, 45279, 244.1339, 0.9603, 1900, 56, a3, 001100
huffmanCoding, m314, t50, w8, 19463, 20, 19481, 39165, 62.0414, 0.9013, 1874, 318, a5, 100010
insertSort, m108, t50, w8, 2397, 151, 20010, 22681, 185.2778, 0.9444, 1900, 40, a4, 011111
dictionaryOrder, m71, t100, w8, 3582, 255, 5004, 8917, 70.4789, 0.8873, 8248, 32, a5, 010001
squareMatrix, m182, t50, w2, 7136, 160, 69544, 76919, 382.1099, 1.0, 903, 72, a3, 010010
massive, m49, t60, w2, 1897, 110075, 344826, 456850, 7037.2653, 0.9388, 169, 13, a2, 100001
minProd, m181, t50, w2, 6615, 160, 15821, 23657, 87.4088, 0.8659, 1946, 72, a3, 110110
quickSort, m127, t50, w4, 4513, 147, 31034, 36520, 244.3622, 0.9603, 1900, 56, a2, 000110
dictionaryOrder, m71, t100, w4, 3555, 309, 11687, 15621, 164.6056, 0.8873, 8248, 32, a2, 011001
minProd, m181, t50, w2, 13336, 163, 16186, 29761, 89.4254, 0.7845, 1946, 72, a5, 110000
huffmanCodingEff, m199, t50, w4, 10328, 45, 13775, 25383, 69.2211, 0.849, 1874, 239, a3, 110110
huffmanCodingEff, m199, t50, w2, 28864, 156, 40548, 69722, 203.7588, 0.8191, 1874, 239, a2, 011000
parg, m2509, t52, w2, 438426, 173, 11351, 466476, 4.5241, 1.0, 418, 2518, a5, 010110
bubbleSort, m113, t50, w4, 2494, 147, 77226, 80628, 683.4159, 0.9182, 1900, 41, a2, 010110
add, m12, t100, w2, 277, 321, 350, 1082, 29.1667, 0.9167, 583, 13, a4, 111110
anagram, m60, t100, w4, 3193, 296, 5004, 8555, 83.4, 0.8667, 1370, 37, a3, 010000
minProd, m181, t50, w8, 13176, 143, 5031, 19140, 27.7956, 0.8659, 1946, 72, a3, 011100
add, m12, t100, w8, 602, 44, 67, 777, 5.5833, 0.9167, 583, 13, a4, 110000
factorial, m31, t100, w2, 805, 320, 19620, 20926, 632.9032, 0.9677, 403, 18, a4, 101111
longestIncrease, m114, t50, w8, 10254, 10605, 24561, 45526, 215.4474, 0.9035, 1946, 70, a2, 000000
add, m12, t100, w4, 614, 96, 318, 1157, 26.5, 0.9167, 583, 13, a3, 101100
quickSort, m127, t50, w2, 13327, 166, 86832, 100436, 683.7165, 0.9528, 1900, 56, a2, 110001
factorial, m31, t100, w8, 1484, 284, 5079, 6907, 163.8387, 0.9677, 403, 18, a3, 011000
add, m12, t100, w2, 280, 320, 350, 1085, 29.1667, 0.9, 583, 13, a5, 100111
factorial, m31, t100, w8, 1493, 292, 7056, 9052, 227.6129, 0.9565, 403, 18, a5, 000100
transpose, m149, t50, w4, 11889, 142, 20692, 32814, 138.8725, 0.8993, 903, 40, a3, 000001
huffmanCoding, m314, t50, w2, 26769, 160, 101430, 128535, 323.0255, 0.9013, 1874, 318, a2, 011011
bubbleSort, m113, t50, w2, 3686, 160, 216591, 220510, 1916.7345, 0.8938, 1900, 41, a3, 110010
huffmanCoding, m314, t50, w4, 17918, 152, 51451, 71415, 163.8567, 0.9013, 1874, 318, a4, 001110
longestIncrease, m114, t50, w2, 4836, 9560, 130051, 145046, 1140.7982, 0.9035, 1946, 70, a4, 001111
mergeSort, m226, t50, w4, 6941, 155, 66867, 74384, 295.8717, 0.9336, 1900, 129, a4, 000111
huffmanCoding, m314, t50, w4, 55317, 51, 97923, 153475, 311.8567, 0.9013, 1874, 318, a4, 110000
massive, m49, t60, w2, 1927, 110910, 161314, 274483, 3292.1224, 1.0, 169, 13, a5, 110100
anagram, m60, t100, w8, 3071, 286, 5002, 8432, 83.3667, 0.8667, 1370, 37, a5, 011000
primes, m68, t100, w8, 3385, 38, 879, 4625, 12.9265, 0.8793, 398, 30, a3, 100100
anagram, m60, t100, w2, 3240, 314, 8068, 11683, 134.4667, 0.8667, 1370, 37, a2, 001001
massive, m49, t60, w4, 670, 38258, 124300, 163277, 2536.7347, 0.9388, 169, 13, a2, 111010
genPassword, m49, t100, w4, 3046, 100, 1873, 5083, 38.2245, 0.8367, 398, 63, a4, 101000
parg, m2509, t52, w2, 523737, 172, 8676, 533185, 3.458, 1.0, 418, 2518, a2, 010001
add, m12, t100, w2, 275, 321, 358, 1085, 29.8333, 0.9167, 583, 13, a4, 011110
huffmanCoding, m314, t50, w2, 52164, 168, 120556, 173063, 383.9363, 0.9013, 1874, 318, a4, 011000
factorial, m31, t100, w2, 792, 311, 19527, 20687, 629.9032, 0.9677, 403, 18, a5, 101011
genPassword, m49, t100, w2, 1471, 313, 5393, 7549, 110.0612, 0.8367, 398, 63, a4, 011110
dictionaryOrder, m71, t100, w4, 3632, 101, 11607, 15864, 163.4789, 0.9265, 8248, 32, a2, 111100
factorial, m31, t100, w4, 489, 96, 19324, 20066, 623.3548, 0.9677, 403, 18, a4, 100111
factorial, m31, t100, w2, 1571, 326, 19533, 21489, 630.0968, 0.9677, 403, 18, a3, 001000
add, m12, t100, w4, 176, 98, 294, 628, 24.5, 0.9167, 583, 13, a2, 111011
add, m12, t100, w2, 274, 329, 408, 1065, 34, 0.9167, 583, 13, a2, 011010
add, m12, t100, w4, 589, 290, 310, 1255, 25.8333, 0.9167, 583, 13, a3, 001000
huffmanCodingEff, m199, t50, w8, 10606, 125, 6052, 17759, 30.4121, 0.849, 1874, 239, a2, 001110
dictionaryOrder, m71, t100, w4, 3565, 100, 32406, 36136, 456.4225, 0.8873, 8248, 32, a4, 110001
bubbleSort, m113, t50, w4, 2655, 147, 78330, 81359, 693.1858, 0.9182, 1900, 41, a3, 000111
transpose, m149, t50, w2, 11724, 156, 62012, 74827, 416.1879, 0.9054, 903, 40, a2, 000100
mergeSort, m226, t50, w4, 20350, 155, 16777, 38681, 74.2345, 0.9091, 1900, 129, a5, 000100
minProd, m181, t50, w4, 4403, 49, 5268, 10054, 29.105, 0.8659, 1946, 72, a3, 111111
transpose, m149, t50, w2, 5832, 161, 62460, 68536, 419.1946, 0.8993, 903, 40, a5, 111011
add, m12, t100, w2, 615, 315, 360, 1422, 30, 0.9167, 583, 13, a4, 010100
huffmanCoding, m314, t50, w8, 18712, 144, 15422, 34461, 49.1146, 0.9013, 1874, 318, a2, 001011
selectSort, m92, t50, w2, 6185, 162, 40287, 47209, 437.9022, 0.8804, 1900, 45, a4, 111100
genPassword, m49, t100, w4, 1013, 291, 1990, 3672, 40.6122, 0.8367, 398, 63, a2, 000110
bubbleSort, m113, t50, w4, 7433, 148, 77122, 84778, 682.4956, 0.8938, 1900, 41, a3, 001001
anagram, m60, t100, w8, 3072, 273, 5288, 8944, 88.1333, 0.8857, 1370, 37, a5, 011100
insertSort, m108, t50, w8, 2380, 146, 6369, 9031, 58.9722, 0.9444, 1900, 40, a3, 011111
